date,home_team,away_team,home_score,away_score,tournament,country,neutral
26/05/1993,United States,Peru,0,0,Friendly,United States,FALSE
26/05/1993,Albania,Ireland,1,2,World Cup qualifier,Albania,FALSE
27/05/1993,Bolivia,Paraguay,2,1,Copa Paz del Chaco,Bolivia,FALSE
28/05/1993,Yemen,China,1,0,World Cup qualifier,Jordan,TRUE
28/05/1993,Iraq,Pakistan,8,0,World Cup qualifier,Jordan,TRUE
28/05/1993,Jamaica,Trinidad and Tobago,3,0,CONCACAF Ch q & Car Cup,Jamaica,FALSE
28/05/1993,Martinique,Saint Kitts and Nevis,1,1,CONCACAF Ch q & Car Cup,Jamaica,TRUE
29/05/1993,Poland,England,1,1,World Cup qualifier,Poland,FALSE
29/05/1993,Ireland,Hungary,2,4,Friendly,Ireland,FALSE
30/05/1993,New Zealand,Australia,0,1,World Cup qualifier,New Zealand,FALSE
30/05/1993,Iraq,China,1,0,World Cup qualifier,Jordan,TRUE
30/05/1993,Jordan,Pakistan,3,1,World Cup qualifier,Jordan,FALSE
30/05/1993,Jamaica,Martinique,0,0,Caribbean Cup,Jamaica,FALSE
30/05/1993,Trinidad and Tobago,Saint Kitts and Nevis,3,2,Caribbean Cup,Jamaica,TRUE
30/05/1993,Chile,Colombia,1,1,Friendly,Chile,FALSE
30/05/1993,Ecuador,Peru,1,0,Friendly,Ecuador,FALSE
02/06/1993,Turkmenistan,Tajikistan,6,0,Friendly,Turkmenistan,FALSE
02/06/1993,Scotland,Estonia,3,1,World Cup qualifier,Scotland,FALSE
02/06/1993,Norway,England,2,0,World Cup qualifier,Norway,FALSE
02/06/1993,Latvia,Northern Ireland,1,2,World Cup qualifier,Latvia,FALSE
02/06/1993,Sweden,Israel,5,0,World Cup qualifier,Sweden,FALSE
02/06/1993,Iceland,Russia,1,1,World Cup qualifier,Iceland,FALSE
02/06/1993,Denmark,Albania,4,0,World Cup qualifier,Denmark,FALSE
02/06/1993,Lithuania,Spain,0,2,World Cup qualifier,Lithuania,FALSE
02/06/1993,Czechoslovakia,Romania,5,2,World Cup qualifier,Czechoslovakia,FALSE
05/06/1993,Bahrain,Lebanon,0,0,World Cup qualifier,South Korea,TRUE
05/06/1993,South Korea,Hong Kong,4,1,World Cup qualifier,South Korea,FALSE
06/06/1993,Australia,New Zealand,3,0,World Cup qualifier,Australia,FALSE
06/06/1993,Iran,Pakistan,5,0,Friendly tournament,Iran,FALSE
06/06/1993,Azerbaijan,Tajikistan,2,0,Friendly tournament,Iran,TRUE
06/06/1993,United States,Brazil,0,2,US Cup,United States,FALSE
06/06/1993,Colombia,Chile,1,0,Friendly,Colombia,FALSE
06/06/1993,Peru,Bolivia,1,0,Friendly,Peru,FALSE
06/06/1993,Faroe Islands,Wales,0,3,World Cup qualifier,Faroe Islands,FALSE
07/06/1993,Bahrain,India,3,0,World Cup qualifier,South Korea,TRUE
07/06/1993,South Korea,Lebanon,2,0,World Cup qualifier,South Korea,FALSE
07/06/1993,Thailand,Myanmar,2,0,Southeast Asian Games,Singapore,TRUE
07/06/1993,Turkmenistan,Pakistan,4,0,Friendly tournament,Iran,TRUE
07/06/1993,Azerbaijan,Kyrgyzstan,3,2,Friendly tournament,Iran,TRUE
07/06/1993,Laos,Brunei,3,2,Southeast Asian Games,Singapore,TRUE
08/06/1993,Iran,Turkmenistan,2,1,Friendly tournament,Iran,FALSE
08/06/1993,Kyrgyzstan,Tajikistan,1,1,Friendly tournament,Iran,TRUE
09/06/1993,Singapore,Philippines,7,0,Southeast Asian Games,Singapore,FALSE
09/06/1993,Indonesia,Vietnam,1,0,Southeast Asian Games,Singapore,TRUE
09/06/1993,South Korea,India,7,0,World Cup qualifier,South Korea,FALSE
09/06/1993,Lebanon,Hong Kong,2,1,World Cup qualifier,South Korea,TRUE
09/06/1993,Myanmar,Laos,7,1,Southeast Asian Games,Singapore,TRUE
09/06/1993,Malaysia,Brunei,3,1,Southeast Asian Games,Singapore,TRUE
09/06/1993,United States,England,2,0,US Cup,United States,FALSE
09/06/1993,Ecuador,Chile,1,2,Friendly,Ecuador,FALSE
09/06/1993,Netherlands,Norway,0,0,World Cup qualifier,Netherlands,FALSE
09/06/1993,Latvia,Ireland,0,2,World Cup qualifier,Latvia,FALSE
10/06/1993,Mexico,Paraguay,3,1,Friendly,Mexico,FALSE
10/06/1993,Brazil,Germany,3,3,US Cup,United States,TRUE
11/06/1993,Vietnam,Philippines,1,0,Southeast Asian Games,Singapore,TRUE
11/06/1993,Singapore,Indonesia,1,1,Southeast Asian Games,Singapore,FALSE
11/06/1993,Lebanon,India,2,1,World Cup qualifier,South Korea,TRUE
11/06/1993,Bahrain,Hong Kong,3,0,World Cup qualifier,South Korea,TRUE
11/06/1993,Malaysia,Laos,9,0,Southeast Asian Games,Singapore,TRUE
11/06/1993,Thailand,Brunei,5,2,Southeast Asian Games,Singapore,TRUE
11/06/1993,Martinique,Trinidad and Tobago,1,1,Friendly,Martinique,FALSE
11/06/1993,Peru,Venezuela,3,1,Friendly,Peru,FALSE
12/06/1993,China,Pakistan,3,0,World Cup qualifier,China,FALSE
12/06/1993,Jordan,Yemen,1,1,World Cup qualifier,China,TRUE
13/06/1993,India,Hong Kong,3,1,World Cup qualifier,South Korea,TRUE
13/06/1993,Iran,Tajikistan,1,0,Friendly tournament,Iran,FALSE
13/06/1993,South Korea,Bahrain,3,0,World Cup qualifier,South Korea,FALSE
13/06/1993,Myanmar,Malaysia,2,1,Southeast Asian Games,Singapore,TRUE
13/06/1993,Thailand,Laos,4,1,Southeast Asian Games,Singapore,TRUE
13/06/1993,United States,Germany,3,4,US Cup,United States,FALSE
13/06/1993,Bolivia,Chile,1,3,Friendly,Bolivia,FALSE
13/06/1993,Brazil,England,1,1,US Cup,United States,TRUE
14/06/1993,Iran,Turkmenistan,2,1,Friendly tournament,Iran,FALSE
14/06/1993,Yemen,Pakistan,3,0,World Cup qualifier,China,TRUE
14/06/1993,Iraq,Jordan,4,0,World Cup qualifier,China,TRUE
15/06/1993,Indonesia,Philippines,3,1,Southeast Asian Games,Singapore,TRUE
15/06/1993,Singapore,Vietnam,2,0,Southeast Asian Games,Singapore,FALSE
15/06/1993,Myanmar,Brunei,6,0,Southeast Asian Games,Singapore,TRUE
15/06/1993,Thailand,Malaysia,2,0,Southeast Asian Games,Singapore,TRUE
15/06/1993,Ecuador,Venezuela,6,1,Copa America,Ecuador,FALSE
16/06/1993,China,Jordan,4,1,World Cup qualifier,China,FALSE
16/06/1993,Iraq,Yemen,3,0,World Cup qualifier,China,TRUE
16/06/1993,Uruguay,United States,1,0,Copa America,Ecuador,TRUE
16/06/1993,Colombia,Mexico,2,1,Copa America,Ecuador,TRUE
16/06/1993,Iceland,Hungary,2,0,World Cup qualifier,Iceland,FALSE
16/06/1993,Finland,Israel,0,0,World Cup qualifier,Finland,FALSE
16/06/1993,Lithuania,Ireland,0,1,World Cup qualifier,Lithuania,FALSE
16/06/1993,Faroe Islands,Czechoslovakia,0,3,World Cup qualifier,Faroe Islands,FALSE
17/06/1993,Thailand,Indonesia,1,0,Southeast Asian Games,Singapore,TRUE
17/06/1993,Singapore,Myanmar,3,3,Southeast Asian Games,Singapore,FALSE
17/06/1993,Argentina,Bolivia,1,0,Copa America,Ecuador,TRUE
18/06/1993,China,Yemen,1,0,World Cup qualifier,China,FALSE
18/06/1993,Iraq,Pakistan,4,0,World Cup qualifier,China,TRUE
18/06/1993,Paraguay,Chile,1,0,Copa America,Ecuador,TRUE
18/06/1993,Brazil,Peru,0,0,Copa America,Ecuador,TRUE
19/06/1993,Singapore,Indonesia,3,1,Southeast Asian Games,Singapore,FALSE
19/06/1993,South Korea,Egypt,1,2,Presidents Cup,South Korea,FALSE
19/06/1993,Ecuador,United States,2,0,Copa America,Ecuador,FALSE
19/06/1993,Uruguay,Venezuela,2,2,Copa America,Ecuador,TRUE
19/06/1993,Germany,England,2,1,US Cup,United States,TRUE
19/06/1993,Portugal,Malta,4,0,World Cup qualifier,Portugal,FALSE
20/06/1993,China,Iraq,2,1,World Cup qualifier,China,FALSE
20/06/1993,Thailand,Myanmar,4,3,Southeast Asian Games,Singapore,TRUE
20/06/1993,Jordan,Pakistan,5,0,World Cup qualifier,China,TRUE
20/06/1993,Mali,Senegal,0,2,Friendly,Mali,FALSE
20/06/1993,Argentina,Mexico,1,1,Copa America,Ecuador,TRUE
20/06/1993,Bolivia,Colombia,1,1,Copa America,Ecuador,TRUE
21/06/1993,Chile,Brazil,3,2,Copa America,Ecuador,TRUE
21/06/1993,Paraguay,Peru,1,1,Copa America,Ecuador,TRUE
22/06/1993,Algeria,Guinea,1,1,Friendly,France,TRUE
22/06/1993,United States,Venezuela,3,3,Copa America,Ecuador,TRUE
22/06/1993,Ecuador,Uruguay,2,1,Copa America,Ecuador,FALSE
23/06/1993,Iran,Oman,0,0,World Cup qualifier,Iran,FALSE
23/06/1993,Syria,Taiwan,2,0,World Cup qualifier,Iran,TRUE
23/06/1993,Costa Rica,Panama,3,1,Friendly,Costa Rica,FALSE
23/06/1993,Bolivia,Mexico,0,0,Copa America,Ecuador,TRUE
23/06/1993,Argentina,Colombia,1,1,Copa America,Ecuador,TRUE
24/06/1993,Peru,Chile,1,0,Copa America,Ecuador,TRUE
24/06/1993,Brazil,Paraguay,3,0,Copa America,Ecuador,TRUE
25/06/1993,Iran,Taiwan,6,0,World Cup qualifier,Iran,FALSE
25/06/1993,Oman,Syria,0,0,World Cup qualifier,Iran,TRUE
25/06/1993,Croatia,Ukraine,3,1,Friendly,Croatia,FALSE
26/06/1993,Colombia,Uruguay,1,1,Copa America,Ecuador,TRUE
26/06/1993,Ecuador,Paraguay,3,0,Copa America,Ecuador,FALSE
27/06/1993,Iran,Syria,1,1,World Cup qualifier,Iran,FALSE
27/06/1993,Oman,Taiwan,2,1,World Cup qualifier,Iran,TRUE
27/06/1993,Mexico,Peru,4,2,Copa America,Ecuador,TRUE
27/06/1993,Argentina,Brazil,1,1,Copa America,Ecuador,TRUE
28/06/1993,South Korea,Egypt,0,1,Presidents Cup,South Korea,FALSE
29/06/1993,Costa Rica,Mexico,0,2,Friendly,Costa Rica,FALSE
30/06/1993,Ecuador,Mexico,0,2,Copa America,Ecuador,FALSE
01/07/1993,Argentina,Colombia,0,0,Copa America,Ecuador,TRUE
02/07/1993,Iran,Oman,1,0,World Cup qualifier,Syria,TRUE
02/07/1993,Syria,Taiwan,8,1,World Cup qualifier,Syria,FALSE
02/07/1993,Estonia,Latvia,0,2,Baltic Cup,Estonia,FALSE
03/07/1993,Nigeria,Algeria,4,1,World Cup qualifier,Nigeria,FALSE
03/07/1993,Ecuador,Colombia,0,1,Copa America,Ecuador,FALSE
03/07/1993,Latvia,Lithuania,0,0,Baltic Cup,Estonia,TRUE
04/07/1993,Iran,Taiwan,6,0,World Cup qualifier,Syria,TRUE
04/07/1993,Syria,Oman,2,1,World Cup qualifier,Syria,FALSE
04/07/1993,Zimbabwe,Cameroon,1,0,World Cup qualifier,Zimbabwe,FALSE
04/07/1993,Zambia,Morocco,2,1,World Cup qualifier,Zambia,FALSE
04/07/1993,Gabon,Mali,0,2,Friendly,Gabon,FALSE
04/07/1993,Jamaica,Costa Rica,1,1,Friendly,Jamaica,FALSE
04/07/1993,Argentina,Mexico,2,1,Copa America,Ecuador,TRUE
04/07/1993,Estonia,Lithuania,2,1,Baltic Cup,Estonia,FALSE
06/07/1993,Malawi,Swaziland,3,1,Friendly,Malawi,FALSE
06/07/1993,Greenland,Gibraltar,5,0,Island Games,England,TRUE
07/07/1993,Syria,Iran,1,1,World Cup qualifier,Syria,FALSE
07/07/1993,Oman,Taiwan,7,1,World Cup qualifier,Syria,TRUE
07/07/1993,Ivory Coast,Niger,3,2,Friendly,Ivory Coast,FALSE
08/07/1993,Malawi,Swaziland,1,1,Friendly,Malawi,FALSE
09/07/1993,Sudan,Ethiopia,1,0,African Nations Cup qualifier,Sudan,FALSE
10/07/1993,Malawi,Swaziland,0,1,Friendly,Malawi,FALSE
10/07/1993,United States,Jamaica,1,0,CONCACAF Championship,United States,FALSE
10/07/1993,Honduras,Panama,5,1,CONCACAF Championship,United States,TRUE
11/07/1993,Egypt,Morocco,1,1,African Nations Cup qualifier,Egypt,FALSE
11/07/1993,Zambia,South Africa,3,0,African Nations Cup qualifier,Zambia,FALSE
11/07/1993,Zaire,Kenya,0,1,African Nations Cup qualifier,Zaire,FALSE
11/07/1993,Zimbabwe,Mauritius,2,0,African Nations Cup qualifier,Zimbabwe,FALSE
11/07/1993,Senegal,Sierra Leone,1,1,African Nations Cup qualifier,Senegal,FALSE
11/07/1993,Burundi,Guinea,2,2,African Nations Cup qualifier,Burundi,FALSE
11/07/1993,Mali,Malawi,2,1,African Nations Cup qualifier,Mali,FALSE
11/07/1993,Benin,Cameroon,0,3,African Nations Cup qualifier,Benin,FALSE
11/07/1993,Gabon,Niger,3,0,African Nations Cup qualifier,Gabon,FALSE
11/07/1993,Lesotho,Mozambique,1,1,African Nations Cup qualifier,Lesotho,FALSE
11/07/1993,Canada,Costa Rica,1,1,CONCACAF Championship,Mexico,TRUE
11/07/1993,Mexico,Martinique,9,0,CONCACAF Championship,Mexico,FALSE
13/07/1993,Peru,Uruguay,1,2,Friendly,Peru,FALSE
14/07/1993,United States,Panama,2,1,CONCACAF Championship,United States,FALSE
14/07/1993,Jamaica,Honduras,3,1,CONCACAF Championship,United States,TRUE
14/07/1993,Brazil,Paraguay,2,0,Friendly,Brazil,FALSE
15/07/1993,Canada,Martinique,2,2,CONCACAF Championship,Mexico,TRUE
15/07/1993,Mexico,Costa Rica,1,1,CONCACAF Championship,Mexico,FALSE
16/07/1993,India,Sri Lanka,2,0,South Asian Championship,Pakistan,TRUE
16/07/1993,Pakistan,Nepal,1,1,South Asian Championship,Pakistan,FALSE
17/07/1993,Uganda,Nigeria,0,0,African Nations Cup qualifier,Uganda,FALSE
17/07/1993,Senegal,Morocco,1,3,World Cup qualifier,Senegal,FALSE
17/07/1993,United States,Honduras,1,0,CONCACAF Championship,United States,FALSE
17/07/1993,Jamaica,Panama,1,1,CONCACAF Championship,United States,TRUE
17/07/1993,Uruguay,Peru,3,0,Friendly,Uruguay,FALSE
18/07/1993,Pakistan,Sri Lanka,0,4,South Asian Championship,Pakistan,FALSE
18/07/1993,Guinea,Cameroon,0,1,World Cup qualifier,Guinea,FALSE
18/07/1993,Ivory Coast,Algeria,1,0,World Cup qualifier,Ivory Coast,FALSE
18/07/1993,Mexico,Canada,8,0,CONCACAF Championship,Mexico,FALSE
18/07/1993,Costa Rica,Martinique,3,1,CONCACAF Championship,Mexico,TRUE
18/07/1993,Ecuador,Brazil,0,0,World Cup qualifier,Ecuador,FALSE
18/07/1993,Venezuela,Bolivia,1,7,World Cup qualifier,Venezuela,FALSE
19/07/1993,Nepal,Sri Lanka,0,0,South Asian Championship,Pakistan,TRUE
21/07/1993,India,Nepal,1,0,South Asian Championship,Pakistan,TRUE
21/07/1993,United States,Costa Rica,1,0,CONCACAF Championship,United States,FALSE
22/07/1993,Mexico,Jamaica,6,1,CONCACAF Championship,Mexico,FALSE
23/07/1993,Pakistan,India,1,1,South Asian Championship,Pakistan,FALSE
24/07/1993,Uganda,Sudan,1,0,African Nations Cup qualifier,Uganda,FALSE
24/07/1993,Nigeria,Ethiopia,6,0,African Nations Cup qualifier,Nigeria,FALSE
25/07/1993,Mali,Egypt,2,1,African Nations Cup qualifier,Mali,FALSE
25/07/1993,Mauritius,South Africa,1,3,African Nations Cup qualifier,Mauritius,FALSE
25/07/1993,Kenya,Mozambique,4,1,African Nations Cup qualifier,Kenya,FALSE
25/07/1993,Zimbabwe,Zambia,1,1,African Nations Cup qualifier,Zimbabwe,FALSE
25/07/1993,Zaire,Lesotho,7,0,African Nations Cup qualifier,Zaire,FALSE
25/07/1993,Liberia,Ghana,0,2,African Nations Cup qualifier,Liberia,FALSE
25/07/1993,Malawi,Morocco,0,2,African Nations Cup qualifier,Malawi,FALSE
25/07/1993,Benin,Gabon,1,2,African Nations Cup qualifier,Benin,FALSE
25/07/1993,Cameroon,Niger,2,0,African Nations Cup qualifier,Cameroon,FALSE
25/07/1993,Algeria,Senegal,4,0,African Nations Cup qualifier,Algeria,FALSE
25/07/1993,Mexico,United States,4,0,CONCACAF Championship,Mexico,FALSE
25/07/1993,Costa Rica,Jamaica,1,1,CONCACAF Championship,Mexico,TRUE
25/07/1993,Venezuela,Uruguay,0,1,World Cup qualifier,Venezuela,FALSE
25/07/1993,Bolivia,Brazil,2,0,World Cup qualifier,Bolivia,FALSE
28/07/1993,France,Russia,3,1,Friendly,France,FALSE
29/07/1993,Malawi,Swaziland,3,0,Friendly,Malawi,FALSE
31/07/1993,Canada,Australia,2,1,World Cup qualifier,Canada,FALSE
01/08/1993,Uruguay,Ecuador,0,0,World Cup qualifier,Uruguay,FALSE
01/08/1993,Peru,Argentina,0,1,World Cup qualifier,Peru,FALSE
01/08/1993,Venezuela,Brazil,1,5,World Cup qualifier,Venezuela,FALSE
01/08/1993,Colombia,Paraguay,0,0,World Cup qualifier,Colombia,FALSE
07/08/1993,Senegal,Zambia,0,0,World Cup qualifier,Ivory Coast,TRUE
08/08/1993,Zimbabwe,Swaziland,2,0,Friendly,Zimbabwe,FALSE
08/08/1993,Guinea,Sierra Leone,1,0,Friendly,Guinea,FALSE
08/08/1993,Brazil,Mexico,1,1,Friendly,Brazil,FALSE
08/08/1993,Bolivia,Uruguay,3,1,World Cup qualifier,Bolivia,FALSE
08/08/1993,Paraguay,Argentina,1,3,World Cup qualifier,Paraguay,FALSE
08/08/1993,Peru,Colombia,0,1,World Cup qualifier,Peru,FALSE
08/08/1993,Ecuador,Venezuela,5,0,World Cup qualifier,Ecuador,FALSE
09/08/1993,Guinea,Sierra Leone,4,0,Friendly,Guinea,FALSE
11/08/1993,Sweden,Switzerland,1,2,Friendly,Sweden,FALSE
11/08/1993,Faroe Islands,Norway,0,7,Friendly,Faroe Islands,FALSE
15/08/1993,Australia,Canada,2,1,World Cup qualifier,Australia,FALSE
15/08/1993,Congo,Guinea,0,0,African Nations Cup qualifier,Congo,FALSE
15/08/1993,Uruguay,Brazil,1,1,World Cup qualifier,Uruguay,FALSE
15/08/1993,Colombia,Argentina,2,1,World Cup qualifier,Colombia,FALSE
15/08/1993,Paraguay,Peru,2,1,World Cup qualifier,Paraguay,FALSE
15/08/1993,Bolivia,Ecuador,1,0,World Cup qualifier,Bolivia,FALSE
20/08/1993,Madagascar,Comoros,5,0,Indian Ocean Games,Seychelles,TRUE
22/08/1993,Mauritius,Comoros,3,0,Indian Ocean Games,Seychelles,TRUE
22/08/1993,Seychelles,Reunion,0,2,Indian Ocean Games,Seychelles,FALSE
22/08/1993,Argentina,Peru,2,1,World Cup qualifier,Argentina,FALSE
22/08/1993,Brazil,Ecuador,2,0,World Cup qualifier,Brazil,FALSE
22/08/1993,Paraguay,Colombia,1,1,World Cup qualifier,Paraguay,FALSE
22/08/1993,Bolivia,Venezuela,7,0,World Cup qualifier,Bolivia,FALSE
22/08/1993,Sweden,France,1,1,World Cup qualifier,Sweden,FALSE
24/08/1993,Madagascar,Mauritius,2,1,Indian Ocean Games,Seychelles,TRUE
24/08/1993,Seychelles,Reunion,0,2,Indian Ocean Games,Seychelles,FALSE
25/08/1993,Austria,Finland,3,0,World Cup qualifier,Austria,FALSE
25/08/1993,Denmark,Lithuania,4,0,World Cup qualifier,Denmark,FALSE
26/08/1993,Seychelles,Madagascar,1,2,Indian Ocean Games,Seychelles,FALSE
26/08/1993,Reunion,Mauritius,1,0,Indian Ocean Games,Seychelles,TRUE
28/08/1993,Seychelles,Mauritius,2,6,Indian Ocean Games,Seychelles,FALSE
29/08/1993,Madagascar,Reunion,1,0,Indian Ocean Games,Seychelles,TRUE
29/08/1993,Uruguay,Venezuela,4,0,World Cup qualifier,Uruguay,FALSE
29/08/1993,Argentina,Paraguay,0,0,World Cup qualifier,Argentina,FALSE
29/08/1993,Brazil,Bolivia,6,0,World Cup qualifier,Brazil,FALSE
29/08/1993,Colombia,Peru,4,0,World Cup qualifier,Colombia,FALSE
31/08/1993,Iceland,United States,0,1,Friendly,Iceland,FALSE
05/09/1993,Ecuador,Uruguay,0,1,World Cup qualifier,Ecuador,FALSE
05/09/1993,Argentina,Colombia,0,5,World Cup qualifier,Argentina,FALSE
05/09/1993,Brazil,Venezuela,4,0,World Cup qualifier,Brazil,FALSE
05/09/1993,Peru,Paraguay,2,2,World Cup qualifier,Peru,FALSE
05/09/1993,Estonia,Portugal,0,2,World Cup qualifier,Estonia,FALSE
06/09/1993,Swaziland,Zimbabwe,0,1,Friendly tournament,Swaziland,FALSE
08/09/1993,Norway,United States,1,0,Friendly,Norway,FALSE
08/09/1993,Spain,Chile,2,0,Friendly,Spain,FALSE
08/09/1993,Scotland,Switzerland,1,1,World Cup qualifier,Scotland,FALSE
08/09/1993,England,Poland,3,0,World Cup qualifier,England,FALSE
08/09/1993,Wales,Czechoslovakia,2,2,World Cup qualifier,Wales,FALSE
08/09/1993,Northern Ireland,Latvia,2,0,World Cup qualifier,Northern Ireland,FALSE
08/09/1993,Hungary,Russia,1,3,World Cup qualifier,Hungary,FALSE
08/09/1993,Finland,France,0,2,World Cup qualifier,Finland,FALSE
08/09/1993,Bulgaria,Sweden,1,1,World Cup qualifier,Bulgaria,FALSE
08/09/1993,Iceland,Luxembourg,1,0,World Cup qualifier,Iceland,FALSE
08/09/1993,Albania,Denmark,0,1,World Cup qualifier,Albania,FALSE
08/09/1993,Faroe Islands,Romania,0,4,World Cup qualifier,Faroe Islands,FALSE
08/09/1993,Ireland,Lithuania,2,0,World Cup qualifier,Ireland,FALSE
12/09/1993,Iran,Bosnia and Herzegovina,1,3,Friendly,Iran,FALSE
12/09/1993,Uruguay,Bolivia,2,1,World Cup qualifier,Uruguay,FALSE
12/09/1993,Venezuela,Ecuador,2,1,World Cup qualifier,Venezuela,FALSE
15/09/1993,Morocco,Mali,3,0,Friendly,Morocco,FALSE
17/09/1993,Saudi Arabia,Thailand,4,0,Friendly,Saudi Arabia,FALSE
19/09/1993,Zimbabwe,Senegal,2,0,Friendly,Zimbabwe,FALSE
19/09/1993,Brazil,Uruguay,2,0,World Cup qualifier,Brazil,FALSE
19/09/1993,Ecuador,Bolivia,1,1,World Cup qualifier,Ecuador,FALSE
20/09/1993,Saudi Arabia,Thailand,3,0,Friendly,Saudi Arabia,FALSE
22/09/1993,Tunisia,Germany,1,1,Friendly,Tunisia,FALSE
22/09/1993,Morocco,Algeria,0,0,Friendly,Morocco,FALSE
22/09/1993,Mexico,Cameroon,1,0,Friendly,United States,TRUE
22/09/1993,Netherlands,San Marino,7,0,World Cup qualifier,Italy,TRUE
22/09/1993,Norway,Poland,1,0,World Cup qualifier,Norway,FALSE
22/09/1993,Estonia,Italy,0,3,World Cup qualifier,Estonia,FALSE
22/09/1993,Albania,Spain,1,5,World Cup qualifier,Albania,FALSE
22/09/1993,Romania,Israel,1,0,Friendly,Romania,FALSE
23/09/1993,Saudi Arabia,Costa Rica,1,2,Friendly,Saudi Arabia,FALSE
24/09/1993,South Korea,Australia,1,1,Friendly,South Korea,FALSE
25/09/1993,Nigeria,Ivory Coast,4,1,World Cup qualifier,Nigeria,FALSE
26/09/1993,South Korea,Australia,1,0,Friendly,South Korea,FALSE
26/09/1993,Zimbabwe,Guinea,1,0,World Cup qualifier,Zimbabwe,FALSE
26/09/1993,Zambia,Senegal,4,0,World Cup qualifier,Zambia,FALSE
27/09/1993,Saudi Arabia,Costa Rica,3,2,Friendly,Saudi Arabia,FALSE
01/10/1993,Morocco,Gabon,1,0,Friendly,France,TRUE
04/10/1993,Japan,Ivory Coast,1,0,Afro-Asian Cup,Japan,FALSE
05/10/1993,Cyprus,Israel,2,2,Friendly,Cyprus,FALSE
06/10/1993,Saudi Arabia,Russia,4,2,Friendly,Saudi Arabia,FALSE
06/10/1993,Mexico,South Africa,4,0,Friendly,United States,TRUE
06/10/1993,Belgium,Gabon,2,1,Friendly,Belgium,FALSE
08/10/1993,Algeria,Nigeria,1,1,World Cup qualifier,Algeria,FALSE
10/10/1993,Cameroon,Zimbabwe,3,1,World Cup qualifier,Cameroon,FALSE
10/10/1993,Morocco,Zambia,1,0,World Cup qualifier,Morocco,FALSE
12/10/1993,Luxembourg,Greece,1,3,World Cup qualifier,Luxembourg,FALSE
13/10/1993,United States,Mexico,1,1,Friendly,United States,FALSE
13/10/1993,Germany,Uruguay,5,0,Friendly,Germany,FALSE
13/10/1993,Italy,Scotland,3,1,World Cup qualifier,Italy,FALSE
13/10/1993,Netherlands,England,2,0,World Cup qualifier,Netherlands,FALSE
13/10/1993,Wales,Cyprus,2,0,World Cup qualifier,Wales,FALSE
13/10/1993,Denmark,Northern Ireland,1,0,World Cup qualifier,Denmark,FALSE
13/10/1993,Bulgaria,Austria,4,1,World Cup qualifier,Bulgaria,FALSE
13/10/1993,Romania,Belgium,2,1,World Cup qualifier,Romania,FALSE
13/10/1993,France,Israel,2,3,World Cup qualifier,France,FALSE
13/10/1993,Portugal,Switzerland,1,0,World Cup qualifier,Portugal,FALSE
13/10/1993,Sweden,Finland,3,2,World Cup qualifier,Sweden,FALSE
13/10/1993,Poland,Norway,0,3,World Cup qualifier,Poland,FALSE
13/10/1993,Ireland,Spain,1,3,World Cup qualifier,Ireland,FALSE
13/10/1993,Slovenia,Macedonia,1,4,Friendly,Slovenia,FALSE
15/10/1993,Japan,Saudi Arabia,0,0,World Cup qualifier,Qatar,TRUE
15/10/1993,North Korea,Iraq,3,2,World Cup qualifier,Qatar,TRUE
16/10/1993,South Korea,Iran,3,0,World Cup qualifier,Qatar,TRUE
16/10/1993,United States,Ukraine,1,2,Friendly,United States,FALSE
17/10/1993,Tunisia,Iceland,3,1,Friendly,Tunisia,FALSE
18/10/1993,Iran,Japan,2,1,World Cup qualifier,Qatar,TRUE
18/10/1993,Saudi Arabia,North Korea,2,1,World Cup qualifier,Qatar,TRUE
19/10/1993,Iraq,South Korea,2,2,World Cup qualifier,Qatar,TRUE
20/10/1993,Mexico,Ukraine,2,1,Friendly,United States,TRUE
21/10/1993,Japan,North Korea,3,0,World Cup qualifier,Qatar,TRUE
22/10/1993,Iraq,Iran,2,1,World Cup qualifier,Qatar,TRUE
22/10/1993,Saudi Arabia,South Korea,1,1,World Cup qualifier,Qatar,TRUE
23/10/1993,United States,Ukraine,0,1,Friendly,United States,FALSE
24/10/1993,Iraq,Saudi Arabia,1,1,World Cup qualifier,Qatar,TRUE
24/10/1993,Burundi,Guinea,0,0,African Nations Cup qualifier,Gabon,TRUE
25/10/1993,Japan,South Korea,1,0,World Cup qualifier,Qatar,TRUE
25/10/1993,Iran,North Korea,2,1,World Cup qualifier,Qatar,TRUE
26/10/1993,United Arab Emirates,Jordan,2,1,Friendly,United Arab Emirates,FALSE
26/10/1993,Liechtenstein,Estonia,0,2,Friendly,Liechtenstein,FALSE
27/10/1993,Israel,Austria,1,1,World Cup qualifier,Israel,FALSE
27/10/1993,Hungary,Luxembourg,1,0,World Cup qualifier,Hungary,FALSE
27/10/1993,Turkey,Poland,2,1,World Cup qualifier,Turkey,FALSE
27/10/1993,Czechoslovakia,Cyprus,3,0,World Cup qualifier,Czechoslovakia,FALSE
28/10/1993,Iraq,Japan,2,2,World Cup qualifier,Qatar,TRUE
28/10/1993,Saudi Arabia,Iran,4,3,World Cup qualifier,Qatar,TRUE
28/10/1993,South Korea,North Korea,3,0,World Cup qualifier,Qatar,TRUE
28/10/1993,United Arab Emirates,Jordan,0,2,Friendly,United Arab Emirates,FALSE
31/10/1993,Australia,Argentina,1,1,World Cup qualifier,Australia,FALSE
03/11/1993,Mexico,China,3,0,Friendly,United States,TRUE
